"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42689981","10.31083/FBL52385","Multimodal Analysis Reveals Aberrant Expression of SUMO2 and Its Significant Association With Key Mechanisms of Metabolic Pathways in Hepatocellular Carcinoma.","Deng, Yulong; Huang, Beibei; Tang, Yuxing; Su, Qinyan; Liu, Hongquan; Mo, Hongbo; Tang, Huanhuan; Xiong, Kunhua; He, Shipei; Dang, Yiwu; Chen, Gang; Rong, Minhua","Frontiers in bioscience (Landmark edition)","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689981/","BACKGROUND: Hepatocellular carcinoma (HCC) is the third leading cause of cancer-related deaths worldwide. However, the role of small ubiquitin-like modifier 2 (SUMO2), a core member of the small ubiquitin-like modifier (SUMO) family, regarding its expression patterns and metabolism-related functions in HCC remains inadequately understood. METHODS: A multidimensional analytical framework was applied, integrating immunohistochemistry (153 HCC vs. 21 non-HCC samples), proteomics (159 paired samples), bulk transcriptomics (3240 HCC vs. 2267 non-HCC samples), single-cell RNA sequencing (RNA-seq) (10 HCC vs. 8 non-HCC samples), spatial transcriptomics, and external CRISPR/Cas9 functional genomics data. Systematic analyses included standardized mean difference (SMD), pathway enrichment, pseudotime trajectory inference, in silico knockout, cell-cell communication, metabolic flux scoring, immune infiltration, clinical correlation, drug sensitivity prediction, and molecular docking. RESULTS: At the protein level, immunohistochemistry (nuclear positivity) and external proteomic data collectively demonstrated consistent SUMO2 overexpression in HCC. Consistent upregulation was also observed at the mRNA level across large-scale cohorts. Single-cell RNA-seq and spatial transcriptomics localized SUMO2 enrichment to malignant hepatocytes and tumor-dominant regions. CRISPR-mediated SUMO2 knockout suppressed proliferation in multiple HCC cell lines. Mechanistically, high SUMO2 expression was significantly associated with metabolic reprogramming involving glycolysis/gluconeogenesis, pyruvate metabolism, and the tricarboxylic acid cycle. SUMO2-high malignant hepatocyte subpopulations exhibited enhanced activity of the macrophage migration inhibitory factor signaling axis and enhanced iron-sensor interactions. Further, the immune infiltration analysis revealed a negative correlation between SUMO2 expression and M1 macrophages and a positive correlation between follicular helper T cells and regulatory T cells. Clinically, elevated SUMO2 levels were found to be associated with adverse prognostic features. Furthermore, high SUMO2 expression was associated with increased sensitivity to dasatinib, and molecular docking simulations predicted potential binding between SUMO2 and dasatinib, with a Vina score of -8.5 kcal/mol. CONCLUSIONS: SUMO2 is aberrantly expressed at the protein, mRNA, single-cell, and spatial transcriptomic levels in HCC and is significantly associated with metabolic reprogramming and altered migration inhibitory factor (MIF)-mediated intercellular communication, suggesting its potential as a novel biomarker for diagnosis and treatment."
"pubmed","42689621","10.1021/acs.analchem.6c01983","High-Sensitivity Molecular Detection of Viral Bioaerosols Using a Composite Collection System and Optimized RPA-CRISPR/Cas12a.","Fu, Hai; Wang, Zhigang; Guo, Jianxin; Wang, Tengfei; Li, Xiaoyi; Su, Yimin; Chen, Zhi; Yang, Huifeng; Xie, Zhongjian; Li, Defa","Analytical chemistry","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689621/","Highly pathogenic airborne microorganisms pose a significant public health threat, particularly because their small particle size can support prolonged suspension and long-range transport. Here, we present an integrated platform that combines a composite bioaerosol collection system with a three-stage enrichment mechanism and recombinase polymerase amplification-CRISPR/Cas12a (RPA-CRISPR/Cas12a) detection. The platform incorporates model-based constant-temperature control, stacked optical filters, and multichannel fluorescence imaging. The temperature-control model accurately described the thermal response of the reaction module, while the optical and imaging subsystems supported stable fluorescence readout. Using aerosolized monkeypox virus (MPXV) pseudovirus as a controlled test target, the platform detected target nucleic acid in collection liquid down to 10 copies/muL under the tested conditions. These results support the feasibility of integrating aerosol enrichment with isothermal molecular detection in a compact prototype. The main contributions lie in innovations and the engineering integration of bioaerosol collection and enrichment, thermal control of biochemical reactions in molecular detection, and precision fluorescence detection techniques for molecular detection. Regarding molecular detection methods, the biochemical reaction parameters were experimentally optimized rather than introducing new biochemical reaction mechanisms. Validation with authentic clinical or environmental viral aerosols remains necessary before diagnostic or field-use claims can be made."
"pubmed","42689601","10.1021/acs.analchem.6c03456","Low-Potential Electrochemiluminescence of Carbon Dots Enabled by Co-Mn Bimetallic Atoms for Bioanalysis.","Li, Rongfang; Yang, Guomin; Hu, Fang Xin; Yuan, Ruo; Chen, Shihong","Analytical chemistry","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689601/","Carbon dots (CDs) have emerged as promising electrochemiluminescence (ECL) emitters for biosensing due to their low toxicity, facile synthesis and modification, and good biocompatibility. However, most of the reported CDs require a more negative ECL trigger potential than -1.5 V vs Ag/AgCl, which not only induces undesirable electrode side reactions but also compromises the structural integrity of biomolecules, thus limiting their practical utility in complex biological systems. This study explored a bimetallic atom modulation strategy to significantly shift the ECL excitation potential of CDs positively. Concretely, Co-Mn bimetallic atoms were anchored on ultrasmall nitrogen-doped carbon dots (NCDs) to prepare Co-Mn/NCDs. On one hand, the bimetallic atoms effectively narrowed the bandgap of the material, shifting the ECL excitation potential positively to -0.9 V. On the other hand, the synergistic action of the bimetallic atoms significantly enhanced the decomposition efficiency of S2O82-, promoting the generation of reactive intermediates such as SO4*- and OH*, thereby greatly boosting ECL intensity. The excellent low-potential ECL characteristics of Co-Mn/NCDs were integrated with a CRISPR-Cas12a cascade signal amplification strategy to construct an ECL sensing platform for the highly sensitive detection of the cancer biomarker flap endonuclease 1 (FEN1). This work innovatively introduces bimetallic atoms into the CDs-based ECL system, effectively overcoming the issue of the overly negative excitation potential of CDs and providing an attractive low-potential ECL platform."
"pubmed","42689595","10.1021/acs.analchem.6c01959","Lanthanide Metal-Organic Frameworks Enable Target-Triggered CRISPR-Cas12a Activator Release for Ultrasensitive Non-nucleic Acid Biomarker Detection.","Liu, Yongzhen; Yu, Long; Shen, Yongjin; Gan, Zhiwen; Tong, Jiyu; Zhao, Fang; Xiao, Yuxiu","Analytical chemistry","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689595/","Rapid, ultrasensitive detection of cardiac troponin I (cTnI) is critical for the early diagnosis of acute myocardial infarction (AMI). However, CRISPR-Cas systems, despite their unparalleled nucleic acid detection performance, face inherent bottlenecks in protein sensing, including inefficient signal transduction, high background noise, and insufficient anti-interference capability in complex biological matrices. Herein, we report a modular fluorescence signal transduction platform integrating aptamer-functionalized magnetic beads, lanthanide metal-organic frameworks (Ln-MOFs) with high nucleic acid affinity, and CRISPR-Cas12a-mediated collateral cleavage amplification for sensitive cTnI detection. Target cTnI binding to magnetic bead-immobilized aptamers drives the formation of sandwich complexes with CRISPR activator DNA (act)-functionalized Ln-MOFs, triggering phosphate-mediated release of act. The liberated act initiates robust Cas12a trans-cleavage activity, generating an amplified fluorescence readout. This platform achieves a limit of detection (LOD) of 0.1 pg mL-1 in serum samples, with excellent specificity against off-target interfering proteins. Validation in 28 clinical serum samples demonstrates near-perfect agreement with standard clinical ELISA measurements and yields an area under the curve (AUC) of 0.995, confirming its clinical diagnostic accuracy. Furthermore, the modular design enables facile reconfiguration for diverse protein biomarkers via aptamer substitution, providing a universal strategy to expand CRISPR-Cas systems toward non-nucleic acid target detection."
"pubmed","42689567","10.1021/acs.analchem.6c03714","AND-Logic Gated Electrochemical Sensor for Separate Detection of Aflatoxin B1 and Ochratoxin A via Split-Activator CRISPR/Cas12a.","Yan, Yifan; Chen, Mengjie; Li, Huimin; Zhou, Ya; Chen, Xin; Dong, Xuefei; Liu, Fei; Xiao, Min; Zhu, Liping","Analytical chemistry","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689567/","To address the frequent co-occurrence of aflatoxin B1 (AFB1) and ochratoxin A (OTA) in real food matrices, as well as the difficulty of achieving both high-specificity recognition and rapid quantification with existing detection methods, this study developed an AND logic-gated electrochemical sensor based on split-activator CRISPR/Cas12a. The sensor constructed an ordered signaling layer on the electrode interface using a DNA tetrahedron. Through DNAzyme-catalyzed reactions triggered separately by the two targets, two split DNA fragments were generated. Only when both fragments coexisted could they jointly activate the trans-cleavage activity of CRISPR/Cas12a, leading to extensive cleavage of the G-quadruplex sequence supported by the DNA tetrahedron. This cleavage caused the loss of the G-quadruplex/hemin signal-reporting group, resulting in a sharp attenuation of the electrochemical signal. By optimizing the heparin sodium concentration, a one-pot integration of the DNAzyme catalytic cycle and the CRISPR cleavage reaction was successfully achieved. The sensor achieved detection limits of 1.12 pg/mL for AFB1 and 0.26 pg/mL for OTA, which are significantly lower than international regulatory limits. For real corn flour, wheat flour, rice flour, and soybean flour samples, spike recoveries ranged from 90.99% to 107.29%, and the results were highly correlated with those obtained using a commercial enzyme-linked immunosorbent assay method (R2 > 0.996) and high-performance liquid chromatography-tandem mass spectrometry (R2 > 0.998). This work not only provides a new, ultrasensitive, and highly specific tool for copresence reporting of dual mycotoxins, but also offers an innovative paradigm for constructing logic-based biosensors designed for intelligent analysis of complex matrices."
"pubmed","42689566","10.1021/acs.analchem.6c05179","Phosphorothioate-Enabled Cas12a Autocatalytic Network for Amplification-Free Ultrasensitive Nucleic Acid Detection.","Zhang, Runze; Wen, Zaiwei; Zhao, Yong; Cheng, Lu; Liu, Chenyang; Bian, Shanshan; Xu, Lijun; Pei, Renjun","Analytical chemistry","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689566/","Autocatalytic CRISPR/Cas systems offer a promising route toward amplification-free nucleic acid detection, yet their performance is limited by indiscriminate transcleavage of ssDNA activators and the reliance on structurally complex, thermodynamically unstable DNA architectures. A phosphorothioate (PS)-enabled Cas12a autocatalytic network (SCAN) is presented to address these challenges by leveraging the unique compatibility of F. novicida Cas12a (FnCas12a) with fully PS-modified ssDNA activators. An ssDNA mediator is engineered with fully PS-modified activator domains flanking a cleavable, unmodified spacer. The intact mediator remains sterically inactive toward Cas12a ribonucleoproteins, whereas trace-target-induced cleavage liberates split activators that trigger a self-propagating amplification network. The SCAN platform achieves ultrasensitive detection with limits of detection of 889 aM and 341 aM for ssDNA and dsDNA targets, respectively. The platform further enables amplification-free detection of Salmonella enterica and Escherichia coli in real samples, with detection limits of 30 and 20 CFU/mL, respectively. This work establishes fully PS-modified ssDNA as a robust and generalizable design element for CRISPR-based autocatalytic systems, providing a simple, flexible, and efficient strategy to enhance stability, suppress background, and improve analytical performance."
"pubmed","42689491","10.1111/acel.70700","In Vivo Base Editing Partially Rescues Bone Dysplasia in a Mouse Model of Hutchinson-Gilford Progeria Syndrome.","Cabral, Wayne A; Grenko, Caleb M; Yeritsyan, Diana; Beeram, Indeevar; Laiwala, Shubham; Johnson, Lukas R; Tavarez, Urraca L; Yan, Tingfen; Wincovitch, Stephen M; Koblan, Luke W; Gao, Xin D; An, Meirui; Narisu, Narisu; Biesecker, Leslie G; Liu, David R; Nazarian, Ara; Collins, Francis S; Erdos, Michael R","Aging cell","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689491/","Hutchinson-Gilford progeria syndrome (HGPS) is a premature aging disorder affecting tissues of mesenchymal origin. Most patients harbor a c.1824C>T/p.G608= variant, commonly described as G608G, in exon 11 of LMNA that leads to aberrant splicing and production of the toxic progerin protein. In addition to cardiovascular, dermal, and adipose tissue deterioration, HGPS mouse models also develop progressive bone dysplasia that occurs in patients. Here we characterize the efficacy of in vivo mutation correction with an adenine base editor (ABE) to rescue structural and functional defects in HGPS transgenic murine bone tissue. Treatment of double-copy transgenic osteoblast cultures with a lentiviral-delivered CRISPR-Cas9 ABE achieved nearly 40% gene correction in vitro, resulting in significant reduction of progerin transcripts and protein, in the absence of selective agents. Furthermore, gene correction improved progeroid osteoblasts' capacity to deposit and mineralize extracellular matrix compared to untreated cultures. In vivo, a single intravenous dose of AAV9-delivered ABE corrected the mutation, achieving ~14%, ~22%, ~10% and < 1% correction in bone by six months of age when administered at P3, P14, 1 and 4 months of age, respectively. Partially rescued bone structural and physical parameters were observed in P14-treated mice with concomitant normalization of gene transcriptional programs and intracellular signaling pathways involved in bone remodeling. This work demonstrates in vivo delivery of a locus-specific DNA base editor to bone tissue, delineates the timing of treatment required for maximum efficacy, and suggests that this system might be tailored for application to other monogenic bone disorders."
"pubmed","42689189","10.7759/cureus.115554","A Heterogeneous Phenotypic Presentation of a PALB2 Mutation Carrier With Multiple Metachronous Primary Malignancies: A Case Report.","Julakanti, Pujita; Spitz, Victor Hugo; Runko, Gerard; Ziton, Laura","Cureus","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689189/","The Partner and Localizer of BRCA2 (PALB2) gene is a tumor suppressor gene with a role in DNA repair. Pathogenic autosomal dominant mutations of this gene significantly increase lifetime cancer risk, particularly breast and pancreatic cancers. We present a case of a 71-year-old African American woman without a known family history of malignancy found to have a heterozygous PALB2 mutation following the diagnoses of metachronous colorectal adenocarcinomas and multiple gynecologic cancers. After the discovery of the mutation, the patient underwent resection of a pancreatic head adenocarcinoma. Moreover, following an incidental discovery of evolving right-breast microcalcifications on a routine mammogram, the patient is pending a biopsy procedure for further investigation. Her positive mutation results prompted genetic testing in her family, leading to the detection of the mutation in both her daughter and granddaughter. This case highlights the importance of hereditary cancer evaluation and multigene testing in patients with multiple primary malignancies. While pancreatic cancer is an established PALB2-associated malignancy, the colorectal, uterine, and vulvar cancers observed in this patient should be interpreted cautiously, as their association with PALB2 remains unestablished. Identification of a pathogenic variant can guide risk-appropriate surveillance and cascade testing."
"pubmed","42689139","10.3389/fpls.2026.1924558","Hormone priming and metabolic engineering of phytohormone crosstalk in rice under combined biotic and abiotic stresses: a multi-omics perspective for climate-resilient crop development.","Shuixing, Zhu; Jing, Zhu; Alshehri, Dikhnah; Al-Amrah, Hadba; Manzoor, Irfan; Aiying, Yu","Frontiers in plant science","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42689139/","Rice (Oryza sativa L.) is the caloric backbone for more than half of humanity, yet it remains one of the most vulnerable crops to the simultaneous biotic and abiotic stresses exacerbated by climate change. Phytohormone priming and the complex crosstalk networks governed by transcription factor hubs like WRKY, MYB, and NAC serve as the central adaptive mechanism for stress resilience. This review synthesizes how multi-omics integration, including spatial and single-cell transcriptomics, is resolving the molecular architecture of hormonal priming and epigenetic stress memory. We critically evaluate advanced metabolic engineering and genome-editing strategies such as CRISPR-Cas9, base/prime editing, and synthetic gene circuits that enable precision modifications to decouple stress tolerance from historical yield penalties. Furthermore, we discuss the emerging roles of microbiome-assisted priming via synthetic consortia and the application of artificial intelligence and digital twins (continuously updated computational models of crop physiology) for predictive stress management. By integrating these diverse technological pillars, we propose a systems-level roadmap for developing climate-resilient rice cultivars capable of maintaining yield stability across a volatile combinatorial stress landscape. This synthesis provides a framework for translating mechanistic hormonal insights into field-applicable cultivars to ensure global food security."
"pubmed","42688979","10.3389/fonc.2026.1894119","Non-coding RNAs as regulators of chromosomal instability in breast cancer.","Pinilla-Pena, Deisy; Nino-Salgado, Anlly; Rondon-Lagos, Milena","Frontiers in oncology","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42688979/","Breast cancer is a highly heterogeneous disease characterized by extensive genomic and chromosomal instability (CIN), a hallmark that drives tumor evolution, intratumoral heterogeneity, therapeutic resistance, and poor clinical outcomes. Increasing evidence indicates that non-coding RNAs (ncRNAs) are important regulators of genome maintenance and chromosome stability. However, their specific contributions to CIN and the strength of the available evidence remain incompletely understood. This review examines the role of the major ncRNA classes, including circular RNAs, microRNAs, PIWI-interacting RNAs, small nucleolar RNAs, and long non-coding RNAs, in the regulation of CIN-related processes in breast cancer. We discuss the molecular mechanisms by which these ncRNAs regulate key pathways involved in CIN, while critically evaluating the strength of the experimental evidence supporting their functional roles. We also examine their associations with distinct breast cancer molecular subtypes and assess their potential as biomarkers and therapeutic targets, highlighting current limitations and knowledge gaps that hinder clinical translation. Collectively, the available evidence supports an emerging role for ncRNAs as regulators of CIN while underscoring the need for further mechanistic and subtype-specific studies to validate their clinical utility."
"pubmed","42688902","10.1093/jbmrpl/ziag117","Generation of spCAS9 expressing human mesenchymal stem cell line to study gene function during osteoblast differentiation.","Foessl, Ines; Guo, Yuan; Mies, Rosinda; Kassem, Moustapha; van Leeuwen, Johannes P T M; van der Eerden, Bram C J; Obermayer-Pietsch, Barbara; van de Peppel, Jeroen","JBMR plus","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42688902/","Human bone marrow-derived stromal cells (hMSCs) are a great resource for studying how genes influence cell fate and differentiation into various cell types like osteoblasts, adipocytes, and chondrocytes, among other cell types. However, genetic manipulation of primary hMSCs has been challenging due to their short lifespan and cellular senescence after limited passaging. Their low and unstable transfection efficiency also complicates gene delivery or inactivation, hindering long-term functional studies. The limited lifespan has been effectively solved by immortalizing hMSCs with telomerase reverse transcriptase (hMSCs-TERT). The use of these cells is ideal for functional studies of osteoblast and adipocyte differentiation through genetic manipulation, providing a stable and reliable model. Here, we have engineered a stable CAS9 expressing hMSC-TERT cell line (hMSC-TERT(CAS9)) via lentiviral transduction. The constitutive expression of spCas9 enables efficient and reproducible gene editing. We demonstrate the potential of these hMSC-TERT(CAS9) cells for generating gene disruptions using plasmid delivery of guide RNAs as a fast and efficient strategy for targeted genome editing. The edited cells can be sorted and expanded as single cells to obtain homogenous clonal cell lines with mono- as well as bi-allelic gene deletions, a crucial step for producing reliable experimental results. We further validate this cell line as a powerful tool for studying gene function during hMSC proliferation and differentiation, providing 3 distinct examples of its utility. Through the generation of indels, single-cell sorting, and clonal selection, we have efficiently inactivated the vitamin D receptor and created both larger (256 nucleotides) gene disruptions in Forkhead box protein O1 and precise removals of a small genomic sequence (73 nucleotides) coding for microRNA MIR675. This novel hMSC-TERT(CAS9) cell line represents a significant advancement, offering a stable, efficient, and versatile platform for advanced genetic studies, high-throughput screening, and the creation of reliable cellular disease models."
"pubmed","42688821","10.3389/fphys.2026.1924373","From single-pathway cascade to network pathophysiology: how genetically engineered mouse models reshaped our understanding of pancreatitis.","Yan, Ting; Lin, Qinghua; Huang, Shaoqun; Wang, Lingxiang","Frontiers in physiology","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42688821/","Pancreatitis remains a common gastrointestinal disease with no mechanism-specific therapy. Its pathogenesis was long explained by the autodigestion hypothesis: a single linear cascade initiated by premature intra-acinar trypsinogen activation. This trypsin-centric view cannot account for the amplification of inflammation, the switching of cell-death modality, the acute-to-chronic transition, organ failure, or the chronic pancreatitis caused by protein-misfolding genes that act outside the protease system. Here we synthesize evidence from genetically engineered mouse models (GEMMs); their loss- and gain-of-function designs, spanning global and conditional knockouts, knock-ins, and CRISPR/Cas9 editing, can separate molecular events that are necessary, sufficient, or merely correlated. These models show, for example, that enhanced trypsinogen autoactivation alone is sufficient for spontaneous disease, that NF-kappaB-driven inflammation can be initiated independently of trypsin, and that loss of autophagy alone disrupts acinar homeostasis. On this basis we reframe pancreatitis as a network pathophysiology with two coupled layers. First, acinar homeostasis is maintained by several semi-independent control modules (digestive-enzyme safety, endoplasmic reticulum protein quality control, the autophagy-lysosome system, the calcium-mitochondria axis, and NF-kappaB signaling), so that disease can be initiated at any of several independent nodes. Second, the injured acinar cell dies through an interconnected, switchable network of regulated cell death (apoptosis, necroptosis, pyroptosis, ferroptosis, and PANoptosis), sharing nodes such as caspase-8, RIPK3, and GPX4, whose configuration, more than the initiating trigger, determines severity. This framework recasts the heterogeneity of human pancreatitis as different entry points into one network and argues for therapies directed at shared nodes rather than single pathways."
"pubmed","42688583","10.12182/20260760301","[Research Advances on Mechanisms and Interventions of DNA Methylation-Regulated Aging-Related Imbalance in Bone Metabolism].","He, Tailin; Li, Jie; Mei, Yifang; Xiao, Guozhi","Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42688583/","Aging can induce age-related bone diseases such as osteoporosis. DNA methylation, a core epigenetic regulatory mechanism, participate in the pathological process of aging-induced bone metabolism imbalance by modulating gene expression at the epigenetic level. Using S-adenosylmethionine as a methyl donor, it exhibits characteristics of hypomethylation in genomic repetitive regions and abnormal methylation in CpG islands of promoters of key bone metabolism genes with advancing age. The ""epigenetic clock"" constructed based on these features can accurately predict an individual's biological age. In bone metabolism, DNA methylation disrupts the osteoblast-osteoclast balance by targeting key factors. Such abnormalities are driven by aging-related inflammation and oxidative stress, while bone loss feedback exacerbates epigenetic disorders, forming a vicious cycle. Targeted intervention strategies have demonstrated significant potential in addressing bone metabolism-related issues. Low-dose DNA methyltransferase inhibitors can improve bone metabolism; nutrients such as folate and cobalamin maintain methylation homeostasis by optimizing one-carbon metabolism pathways; while CRISPR/dCas technology enables precise regulation in the cellular and animal levels, thereby affecting bone metabolism. However, existing strategies still face challenges such as off-target effects and low delivery efficiency. Future research needs to deepen mechanistic studies, optimize intervention methods, and promote their translation into clinical prevention and treatment of osteoporosis."
"pubmed","42688545","10.12182/20261360301","[Research Progress on the Application of CRISPR/Cas System in Rapid Testing of Drug-Resistant Bacteria in Clinical Practice].","Song, Zhen; Li, Hui; Zhao, Yanan; Li, Min","Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42688545/","The misuse of antimicrobial agents has made antimicrobial resistance one of the major threats to global public health. Efficient and rapid detection of drug-resistant bacteria and resistance genes is crucial for controlling infection spread and safeguarding human health. However, traditional detection methods (such as culture isolation, polymerase chain reaction, etc.) exhibit significant limitations in detection speed, cost-effectiveness, and convenience, increasingly failing to meet current clinical testing demands. In this context, the CRISPR/Cas system, as an emerging molecular diagnostic technology, offers innovative solutions for this field. This review details the developmental status of CRISPR/Cas systems and their research progress in rapid clinical detection of drug-resistant bacteria. It systematically explains the working principles and efficacy of various CRISPR/Cas-based detection platforms (e.g., SHERLOCK, DETECTR, HOLMES), highlighting the system's advantages in sensitivity, specificity, efficiency, real-time capability, portability, and low cost. Additionally, the article discusses challenges faced by CRISPR/Cas systems, including direct clinical sample detection, multiplex testing, cost reduction, clinical validation, and standardization. Finally, it outlines future development directions, emphasizing technological innovation and clinical translation to establish CRISPR/Cas systems as efficient tools for drug-resistant bacteria prevention and control."
"pubmed","42688351","10.3389/fcell.2026.1909904","Genome-wide CRISPR screen identifies RNF24 as a critical host factor for foot-and-mouth disease virus entry.","Zhang, Jinyan; Liu, Hailong; Du, Jian; Zhang, Min; Yin, Mengge; Zhao, Qiongqiong; Chen, Xinghua; Li, Xiangmin; Lu, Zengjun; Xie, Shengsong; Qian, Ping","Frontiers in cell and developmental biology","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42688351/","BACKGROUND: Foot-and-mouth disease virus (FMDV) causes substantial economic losses in global livestock production; however, the key host factors supporting its early infection process remain poorly characterized. METHODS: In this study, we performed an unbiased genome-wide CRISPR/Cas9 knockout screening using porcine cells to screen and identify host factors involved in FMDV infection. RESULTS: We identified that the E3 ubiquitin ligase RNF24 supports efficient FMDV entry. RNF24 depletion inhibits viral entry and replication, whereas its overexpression enhances viral infectivity. Mechanistically, RNF24 preferentially promotes K27-linked non-degradative polyubiquitination of leupaxin (LPXN) at lysine 162, driving LPXN's trafficking to the plasma membrane. At the membrane, LPXN assembles a ternary integrin-LPXN-VP1 complex that strengthens virus-receptor interactions and promotes viral adsorption and entry. Disruption of this ubiquitination event via the LPXN K162R mutation impairs complex formation and compromises viral entry. CONCLUSION: Together, our study reveals a ubiquitin-dependent RNF24-LPXN regulatory axis that supports FMDV entry, highlights the role of non-degradative ubiquitination in viral pathogenesis, and proposes this interface as a potential target for antiviral intervention."
"pubmed","42687863","10.21203/rs.3.rs-10046163/v1","Loss of endothelial cell FAK represses cisplatin-induced vascular senescence in distal niches to reduce lung metastatic burden.","Benguigui, Madeleine; Lockwood, Abby; Rajendram, Rochani; Gizer, Turkan; Carter, Edward; Maniati, Eleni; Casado, Pedro; Rajeeve, Vinothini; Fruhwirth, Gilbert; Lang, Cameron; Martinez-Barbera, Juan Pedro; Haston, Scott; Hodivala-Dilke, Kairbaan; Pedrosa, Ana Rita","Research square","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42687863/","Platinum-based chemotherapy is widely used to treat non-small cell lung cancer: however, intrathoracic metastasis remains a major clinical challenge associated with increased morbidity. While chemotherapy is generally viewed as acting directly on tumour cells, it can also reprogramme the tumour microenvironment, including vascular endothelial cells. Here, we identify endothelial cell focal adhesion kinase (FAK) as a regulator of cisplatin-induced vascular stress responses that promote metastatic seeding in the lung. Using inducible endothelial cell-specific FAK loss- and endothelial cell-specific kinase-dead mouse models, we show that endothelial cell FAK is required for cisplatin-enhanced lung metastasis. In the pre-metastatic lung, cisplatin induces endothelial cell DNA damage and FAK-dependent transcriptional reprogramming enriched for p53-responsive, stress-adaptive, and senescence-associated genes. Cisplatin treatment also promotes an endothelial cell FAK-dependent secretory and adhesive state increasing tumour cell binding and metastasis seeding in the lung. Mechanistically, cisplatin triggers a transient nuclear accumulation of FAK, where kinase activity supports early ATM signaling and DNA repair. Overall, our data indicate that targeting endothelial cell FAK suppresses these responses and reduces cisplatin-induced lung metastasis."
"pubmed","42687624","10.1097/ICU.0000000000001251","Artificial intelligence-guided engineering of precision ocular therapeutics.","Sayana, Ruhi; Wang, Sean K; Ting, Daniel S W; Guo, Lucie Y","Current opinion in ophthalmology","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42687624/","PURPOSE OF REVIEW: This review surveys recent advances in artificial intelligence-guided small molecule discovery and gene therapy, with a focus on generative and foundation models, and their translational applications to ophthalmic therapeutics. RECENT FINDINGS: A unifying theme across recent work is the shift from artificial intelligence as a screening tool to artificial intelligence as an engine for generative design. In small molecule discovery, reinforcement learning and diffusion-based generative models are producing structurally novel candidates for ophthalmic indications with demonstrated preclinical efficacy, while structure-based approaches leveraging AlphaFold and co-folding models are improving target identification and virtual screening. In gene therapy, artificial intelligence-guided AAV capsid engineering has yielded vectors with improved retinal transduction efficiency in nonhuman primates. Complementing this, deep learning models trained on chromatin accessibility data are enabling de novo design of compact, cell-type-specific regulatory elements, with direct implications for the specificity and payload capacity of ocular gene therapy vectors. Artificial intelligence-guided CRISPR guide RNA optimization is further expanding the precision of gene editing-based approaches. SUMMARY: Artificial intelligence tools may influence the landscape of ophthalmic drug discovery, from nominating small molecule candidates to co-designing next-generation gene therapy vectors. Rigorous experimental validation remains essential; artificial intelligence-nominated candidates and predictions must be tested empirically to confirm their safety, biological relevance, and therapeutic efficacy."
"pubmed","42687383","10.1016/j.ymthe.2026.09.001","Optimization of AsCas12f1-Mediated Long-Term Gene Repression.","Sun, Yangyang; Li, Linyun; Wang, Xiangnan; Han, Linxiao; Zhao, Yingdi; Tan, Yuxi; Feng, Ying; Qi, Wei; Ma, Hanhui","Molecular therapy : the journal of the American Society of Gene Therapy","2026-09-03","https://pubmed.ncbi.nlm.nih.gov/42687383/","A compact and programmable epigenome editor can be utilized for long-term gene silencing, which becomes a powerful tool for biological research or biomedical applications. Here, we present an enhanced CRISPR-based epigenome editor based on deactivated AsCas12f1 (dAsCas12f1) variants, which incorporate epigenetic modulators for histone methylation and DNA methylation. First, we compared the gene silencing achieved by various dCas12f1 variants fused with Kruppel-associated box (KRAB). The optimized variant dCas12f1-V8.1-KRAB, named AminiCRi, demonstrated high efficacy of gene silencing, which is comparable to dSpCas9-KRAB. To establish a miniature Cas-based system for long-term silencing, we generated dCas12f1-V8.1 fused with KRAB and DNA methyltransferases (Dnmt3A/3L), named AminiCRoff. AminiCRoff enables simultaneous deposition of repressive histone H3K9 trimethylation marks and DNA methylation at target loci. Transient delivery of AminiCRoff allows stable suppression of H2B gene expression to 30% of baseline levels up to 50 days examined, which is more durable than dSpCas9-based CRISPRoff. The compact size of the system is potentially packed into a single Adeno-associated virus (AAV), which is frequently used for gene therapy. Here we developed a highly efficient miniature Cas-based epigenetic editor for long-term gene silencing, which provides a good foundation for epigenetic therapy of genetic or chronic diseases with abnormal gene expression."
